ltable_id,rtable_id,sensitive
2563,44470,True
464,5737,False
1547,63803,False
1607,58152,False
1494,35507,False
2152,63933,False
692,55447,False
1492,62913,False
1336,14554,False
1451,26223,False
791,7208,False
1660,35698,False
2186,14595,False
1207,20214,False
1138,15380,False
888,14565,False
593,34949,False
677,3716,False
1790,55615,False
395,39150,False
1007,19062,False
1162,51169,False
867,12061,False
95,27198,False
1161,42961,False
1594,21786,False
1073,11028,False
2303,15620,False
2020,4798,False
1890,34389,False
283,13398,False
516,61266,False
1143,50675,False
1095,35868,False
2527,55260,True
1868,53757,False
95,8868,False
2309,15345,False
1510,57989,False
1025,50621,False
914,11853,False
1544,8379,False
2303,28431,False
54,50156,False
1519,17415,False
1028,26913,False
2323,58990,False
544,35400,False
1317,4701,False
2019,62683,False
1854,59187,False
1421,7606,False
1011,21272,False
2437,6958,True
810,43330,False
238,44328,False
178,23036,False
956,1626,False
495,35648,False
942,16381,False
875,54254,False
69,12154,False
1719,53931,False
733,32111,False
1268,15841,False
895,45178,False
2222,45864,False
703,12263,False
380,38543,False
1810,53399,False
1208,53145,False
755,17037,False
1300,36476,False
2553,18271,True
30,62918,False
1130,44550,False
2373,62773,False
1163,18970,False
2563,17380,True
200,46954,False
203,9786,False
2384,32288,True
1601,34635,False
2246,28530,False
1528,41380,True
1111,29703,False
1849,14321,False
1785,7374,False
369,60565,False
1426,11975,False
168,37110,False
814,23844,False
1116,60118,False
1483,50642,False
149,60267,False
813,56787,False
1180,18705,False
1234,12642,False
1996,40619,False
2262,13380,False
626,51609,False
2474,19592,True
615,55320,False
1888,33692,False
2135,56521,False
1239,9716,False
1132,47433,False
2587,8003,False
1133,16835,False
584,25127,False
1375,568,False
2518,56735,True
1218,45739,False
2614,26660,False
512,11042,False
1320,15156,False
1708,34046,False
2305,10059,False
323,43011,False
1951,58099,False
2386,10564,True
565,9698,False
1679,38001,False
1040,49296,False
2129,60606,False
1230,37453,False
1448,15735,False
485,44266,False
1298,19158,False
1834,26019,False
1737,3287,False
355,42298,False
1152,39992,False
584,11523,False
1997,25523,False
2219,8466,False
1953,26107,False
904,33719,False
492,38780,False
441,10912,False
74,51641,False
1025,30990,False
2549,1151,True
2467,9802,True
631,30952,False
701,30936,False
44,42326,False
1223,8479,False
448,32580,False
814,13799,False
335,19224,False
1142,48708,False
1474,58256,False
101,21928,False
1591,40852,False
498,57721,False
187,45743,False
817,30165,False
2568,45368,False
2276,1877,False
513,21851,False
1051,48254,False
385,26759,False
1594,30450,False
301,50766,False
826,30351,False
1044,34047,False
192,13744,False
46,54596,False
1442,62882,False
471,53887,False
2533,60784,True
627,25771,False
1750,12964,False
2371,709,False
1164,33380,False
1821,53275,False
1901,10507,False
942,13830,False
763,25655,False
386,61111,False
1616,23708,False
2424,26785,True
1990,50895,False
2490,11134,True
1817,27315,False
844,51090,False
2193,18279,False
1707,40377,False
1677,27776,False
67,20322,False
1094,34708,False
883,29969,False
390,46193,False
668,11223,False
1329,26708,False
2290,18400,True
1524,16845,False
753,37588,False
922,5173,False
1235,60111,False
651,2512,False
853,7260,False
1966,13073,False
2180,47820,False
1289,38256,False
725,12742,False
768,26448,False
238,40913,False
1229,11006,False
1456,48064,False
144,20704,False
1236,63369,False
1059,39919,False
784,4997,False
1074,47844,False
446,37628,False
2122,12894,False
2159,41288,False
334,17280,False
1161,22454,False
1424,30906,False
1057,31053,False
1136,7513,False
457,52036,False
1188,9939,False
1001,23835,False
1815,7046,False
1290,5131,False
1209,54508,False
246,23500,False
1304,41232,False
1707,19926,False
1382,60395,False
1792,55108,False
1458,11210,False
2285,12603,True
1691,63426,False
1837,45982,False
72,35045,False
2533,22278,True
1828,29277,False
518,59157,False
1335,14213,False
1665,11275,False
685,42234,False
143,24182,False
1963,26608,False
2518,30747,True
2078,543,False
1399,47322,False
2126,55098,False
959,295,False
1622,16547,False
843,61679,False
1487,60153,False
1621,1825,False
1164,45889,False
27,60001,False
1205,53471,False
1755,54287,False
838,61948,False
1066,21453,False
95,1047,False
899,20194,False
2564,7529,True
2440,55964,True
256,11663,False
843,38147,False
1643,35434,False
2581,23578,False
1321,101,False
456,59601,False
2291,493,True
547,20149,False
1731,62344,False
1313,63494,False
2310,25211,False
1419,32611,False
1959,35791,False
2467,24083,True
789,26050,False
2347,45275,False
1454,51241,False
1686,17369,False
1352,33277,False
1493,14123,False
2361,56541,False
2524,15400,True
1374,48912,False
1873,26331,False
713,63389,False
515,57630,False
521,14632,False
2040,25210,False
669,56347,False
2395,26463,True
608,28961,False
1756,4132,False
530,22680,False
1691,24972,False
243,9097,False
851,38381,False
929,6430,False
404,38882,False
2380,39384,True
1905,3939,False
1347,37631,False
1296,57954,False
1419,33353,False
1855,55598,False
453,57384,False
810,14140,False
2574,19840,False
1490,12871,False
1424,56496,False
2408,31742,True
1587,23800,False
846,57653,False
674,39550,False
231,819,False
2581,58077,False
2604,45890,False
1120,50577,False
85,21842,False
1188,53022,True
1162,41588,False
2401,50885,True
574,35130,False
1265,46096,False
2524,41398,True
613,1818,False
1622,55253,False
2375,28041,False
1133,436,False
1811,1033,False
610,10890,False
1669,46881,False
1030,32530,False
2388,59797,True
872,2834,False
1802,53701,False
1326,35793,False
1386,40684,False
93,7274,False
1335,45741,False
258,29415,False
2534,9400,True
11,46616,False
1114,18013,False
2446,45144,True
922,64238,False
314,38076,False
1801,45909,False
392,40086,False
2615,1283,False
499,62889,False
366,35315,False
2302,61921,False
2167,24776,False
976,31754,False
1431,60363,False
2429,61312,True
1142,60095,False
1781,45168,False
2189,97,False
1954,27538,False
1707,54528,False
818,58429,False
2413,63120,True
1750,14067,False
2045,55313,False
1419,41109,False
732,17084,False
2533,18136,True
2538,27667,True
1715,5776,False
831,63149,False
1311,19465,False
1055,4066,False
2256,22756,False
1171,36798,False
1091,57684,False
1530,23431,False
788,15253,False
992,14749,False
4,4991,False
1570,5698,False
2126,35665,False
2527,14467,True
2298,30689,False
862,40419,False
2519,25395,True
1876,34808,False
2369,24983,False
1480,38661,False
2486,54050,True
540,38576,False
193,26609,False
524,59685,False
574,7945,False
1998,41865,False
1409,22928,False
2046,7071,False
659,29184,False
1412,38691,False
976,56151,False
575,34737,False
912,9669,False
2446,18510,True
1176,51230,False
1918,47068,False
414,33209,False
1288,45648,False
2466,58131,True
47,12716,False
1004,38759,False
2231,51629,False
95,7844,False
1819,56333,False
1228,3244,False
566,49814,False
1865,19799,False
1208,2912,False
112,18550,False
485,22699,False
810,31309,False
2322,63336,False
1333,63776,False
2281,40188,True
919,31888,False
1389,17730,False
1381,44151,False
2285,3113,True
1936,3078,False
1202,44817,False
1674,6281,False
486,9139,False
1612,50550,False
903,25436,False
1029,32999,False
976,47238,False
210,5032,False
1417,6792,False
1410,47266,False
2568,25353,False
1792,56675,False
2022,18326,False
2563,21082,True
1586,33525,False
2060,37987,False
1615,56956,False
7,58885,False
1445,12505,False
921,16613,False
1815,54076,False
740,45816,False
11,60731,False
2073,1517,False
106,41695,False
2343,63839,False
1323,4351,False
994,61486,False
415,49343,False
738,62732,False
1760,23889,False
1187,118,False
1129,21902,False
1329,20343,False
1050,34331,False
39,2563,False
561,37894,False
259,3744,False
2604,25814,False
480,42834,False
2500,34733,True
1706,3876,False
1755,41814,False
256,63784,False
2533,54148,True
2467,28207,True
2273,10744,False
1046,54640,False
2374,29277,False
689,29227,False
1701,44224,False
10,26207,False
1550,32303,False
2010,23315,False
195,18730,False
1424,47311,False
1836,1195,False
1716,22493,False
356,3205,False
1023,22731,False
117,60637,False
635,11242,False
72,37217,False
2074,59850,False
2572,33669,False
2277,54463,False
1433,60506,False
271,18398,False
654,45738,False
791,42215,False
2096,40797,False
875,50278,False
766,6300,False
16,32260,False
1217,26178,False
2358,12684,False
1334,10773,False
1411,32473,False
2037,37752,False
720,33680,False
399,54465,False
772,38426,False
2368,63943,False
1396,713,False
704,32776,False
2349,39736,False
797,3128,False
263,2657,False
546,62331,False
1367,13063,False
695,50972,False
1608,6235,False
1833,58802,False
302,6454,False
2321,37458,False
1849,22463,False
976,44494,False
2436,61835,True
432,22470,False
1205,14294,False
1923,13622,False
815,18149,False
1525,38987,False
26,53780,False
2596,17592,False
2301,52265,False
913,50105,False
1693,58163,False
2341,11482,False
1104,44246,False
1985,41766,False
362,51537,False
1376,49864,False
196,46744,False
1871,14016,False
2017,52320,True
1341,31949,False
1030,27870,False
2458,46644,True
1176,21730,False
1048,16762,False
1942,6738,False
991,28184,False
389,48402,False
2107,55363,False
160,29067,False
1203,37005,False
2098,20236,False
2316,52986,False
250,191,False
2278,18076,False
485,48282,False
640,61686,False
1735,22251,False
1120,15368,False
1650,29140,False
730,27013,False
1876,27533,False
151,33230,False
2598,39695,False
1133,60846,False
2344,53752,False
566,39722,False
531,52292,False
66,14340,False
517,32680,False
132,46004,False
1698,37800,False
304,23632,False
417,8098,False
1712,27270,False
2216,28828,True
1541,10645,False
1909,61931,False
72,12227,False
1948,33463,False
2320,21956,False
1433,6714,False
2498,37872,True
675,33970,False
2185,20657,False
66,52479,False
1388,16234,False
2248,53911,False
1545,16240,False
1798,38179,False
2266,28831,False
2238,58902,False
105,53957,False
2600,4303,False
2375,2054,False
1857,32837,False
384,21463,False
1894,33661,False
1305,43350,False
1125,4154,False
24,43831,False
2498,3228,True
209,7518,False
1966,10784,False
168,50935,False
1162,57864,False
2276,10535,False
1990,55879,False
25,16350,False
843,6386,False
375,17140,False
1345,33646,False
142,372,False
1912,40183,False
1388,25134,False
1899,32909,False
1717,806,False
1912,43294,False
1963,23065,False
1909,24847,False
1031,24004,False
2581,9803,False
638,17927,False
1068,20020,False
1033,58135,False
2077,8714,False
1775,46066,False
645,31806,False
1453,57953,False
1728,57579,False
229,62377,False
1762,4386,False
1268,8434,False
1438,8468,False
999,5983,False
2086,29605,False
584,27267,False
1651,4024,False
1801,58036,True
272,2219,False
842,44986,False
1791,58498,False
719,63403,False
1151,37465,False
2273,1979,False
1439,44214,False
1747,1410,False
1801,51514,False
434,28876,False
79,48134,False
832,57312,False
678,50915,False
49,34920,False
1095,62823,False
1106,5042,False
1950,48485,False
668,14634,False
1133,33392,False
466,15242,False
553,3557,False
1142,63354,False
1397,63432,False
1524,55337,False
2505,25637,True
1629,42755,False
1525,39918,False
1396,14910,False
164,27764,False
1360,9058,False
2315,36620,False
1217,5209,False
2538,9310,True
920,31057,False
1734,2457,False
1310,59133,False
20,37223,False
610,14395,False
166,35047,False
364,53040,False
1591,4693,False
2363,11551,False
845,35727,False
1370,59393,False
1528,51994,False
1543,25994,False
1551,13263,False
1868,54389,False
1418,46318,False
1647,17391,False
1308,18857,False
1245,41505,False
1568,51697,False
593,31335,False
1425,62363,False
1738,27460,False
994,48069,False
690,26049,False
1138,3387,False
832,35703,False
360,18611,False
673,38353,False
1409,11204,False
386,59342,False
1555,28296,False
1938,26578,False
2320,261,False
1990,63465,False
141,14825,False
1534,12241,False
2490,11180,True
17,44402,False
1807,49477,False
1037,24364,False
2058,31220,False
921,3143,False
1707,28069,False
1409,16969,False
1240,51297,False
1709,41718,False
1979,47720,False
2056,61069,False
1894,36528,False
1904,38863,False
1172,52678,False
1071,17301,False
218,9658,False
2138,42143,False
1923,18031,False
300,19965,False
406,17124,False
684,55402,False
904,32302,False
1108,56225,False
1969,39822,False
1541,51419,False
1502,21733,False
2424,60042,True
95,22605,False
2239,52807,False
1701,56597,False
764,32500,False
952,24171,False
1368,57134,False
963,31921,False
514,12890,False
1308,10146,False
1290,19414,False
1995,13,False
757,13583,False
1720,4884,False
1147,57457,False
472,40006,False
378,33724,False
867,42204,False
2479,30326,True
729,28509,False
1451,23335,False
732,13830,False
1655,43293,False
322,9291,False
1678,50094,False
709,55424,False
248,5152,False
1714,19199,False
2021,23137,False
2580,34641,False
557,30190,False
1390,12627,False
2370,26879,False
1229,44056,False
636,58687,False
1589,49066,True
1973,14676,False
1029,5088,False
132,28758,False
1726,22188,False
1588,30318,False
1062,44090,False
1966,1544,False
1414,52634,False
1049,6560,False
1500,56310,False
2275,58021,False
1392,52706,False
288,6551,False
2261,59648,False
712,14814,False
588,2938,False
1581,46628,False
789,38148,False
1455,63381,False
2212,21032,False
1515,23709,False
1238,13843,False
113,16964,False
422,21087,False
1230,25907,False
98,49356,False
1129,49363,False
106,24811,False
426,47175,False
1088,41769,False
917,5930,False
2556,17154,True
1414,57091,False
1832,31092,True
1807,33101,False
1419,31404,False
2480,46437,True
1954,60370,False
1891,56808,False
898,31828,False
1767,36751,False
1601,63492,False
2493,9741,True
1828,10586,False
1235,55183,False
512,12093,False
721,59825,False
584,21488,False
1088,36302,False
73,12959,False
1152,30195,False
1409,38406,False
1924,48805,False
994,57064,False
1664,11258,False
131,11758,False
1840,53104,False
2026,63377,False
1771,24039,False
1318,26403,False
2096,62483,False
2201,50717,False
1319,54315,False
1399,43036,False
1966,32246,False
842,42920,False
1913,25429,False
2383,6754,True
865,17511,False
1408,37526,False
474,62941,False
1537,30748,False
1640,23976,False
824,64109,False
1484,7884,False
2125,26483,False
2493,24897,True
2292,51734,True
2036,62112,False
770,8744,False
1682,64229,False
1152,42742,False
1288,14999,False
1973,7563,False
1936,3095,False
2542,3192,True
2006,60624,False
1048,17313,False
308,2805,False
994,46608,False
2359,4493,False
1833,46753,False
1550,42534,False
2579,4688,False
2578,22305,False
1907,58938,False
1319,41586,False
1331,61858,False
1612,13908,False
1480,34069,False
1834,43175,False
72,39335,False
2392,2414,True
409,10016,False
2178,20642,False
455,11543,False
289,63901,False
1123,18833,False
1710,53908,False
1837,23223,False
1187,8829,False
2184,61103,False
1796,55719,False
1792,13262,False
13,49869,False
265,30002,False
1165,49859,False
1541,6874,False
792,21693,False
488,4663,False
1284,36026,False
1159,14730,False
1180,499,False
2075,50014,False
181,63305,False
1534,45463,False
1248,6819,False
1437,20740,False
1090,31902,False
356,50790,False
405,27983,False
1182,32601,False
351,24352,False
1711,13129,False
2028,4262,False
719,6891,False
956,58485,False
1972,41389,False
2175,62800,False
1042,57483,False
1587,35803,False
1349,48888,False
1390,9119,False
1081,57588,False
1799,25640,False
1807,24084,False
2308,2552,False
1706,52955,False
1070,22163,False
633,5563,False
1672,11173,False
375,13502,False
1201,61763,False
2183,46750,False
6,38997,False
1295,50873,False
1399,24897,True
1591,9466,False
1020,44845,False
753,39092,False
1322,27651,False
1528,54369,False
1373,5118,False
1438,55458,False
1498,16948,False
1409,56761,False
1989,41389,False
1834,57612,False
1331,15657,False
95,17315,False
619,18709,False
1179,40077,False
845,30447,False
1341,57454,False
698,3616,False
798,60153,False
983,33369,False
1023,16644,False
1039,55539,False
1076,55730,False
1545,11166,False
1162,62809,False
860,25847,False
691,57444,False
2042,10708,False
770,42893,False
123,1829,False
2534,13949,True
2055,54226,False
2239,63556,False
1574,27843,False
459,42880,False
1699,5356,False
867,51038,False
256,859,False
2300,28437,False
379,23228,False
2015,40508,False
2183,35571,False
172,32213,False
2160,53480,False
668,62139,False
982,53363,False
1325,18372,False
570,15455,False
2604,22725,False
1936,15311,False
19,58009,False
2113,16129,False
2495,55562,True
489,49895,False
1281,58638,False
1102,179,False
2052,11268,False
2073,14374,False
1681,58759,False
289,53508,False
2417,57773,True
728,34234,False
1421,1566,False
538,61585,False
2199,42490,False
1953,55055,False
530,9660,False
570,43088,False
1780,37571,False
2412,44836,True
1199,57701,False
805,35236,False
1748,16635,False
2182,3289,False
2312,4305,False
435,15827,False
994,17041,False
223,27368,False
1448,19209,False
135,60820,False
1891,34941,False
1731,59130,False
1011,63015,False
1438,1796,False
1975,17397,False
2283,9091,True
2560,8806,True
1489,10778,False
1339,27060,False
341,16687,False
1919,1052,False
1234,18255,False
885,51866,False
2099,30372,False
2379,17780,True
309,17077,False
293,35082,False
2555,48619,True
1388,20358,False
1190,58414,False
1755,18136,False
211,39931,False
624,45616,False
2224,35861,False
300,30546,False
595,50757,False
2511,37160,True
1878,46457,False
2568,57533,False
2539,34044,True
486,52628,False
533,53838,False
2463,32695,True
947,31783,False
1964,56281,False
2293,7597,True
1880,39947,False
2415,48138,True
531,28381,False
1944,1750,False
2317,58407,False
124,10483,False
1338,15839,False
1612,62192,False
1966,8524,False
1043,6016,False
2309,51748,False
612,54367,False
2418,9846,True
392,31037,False
370,34130,False
1709,45899,False
828,42599,False
1090,12732,False
1532,33140,False
1356,10778,False
1270,2616,False
1015,35679,False
1702,40404,False
1932,29274,False
2399,6003,True
2548,51511,True
625,22467,False
1905,3665,False
1936,10632,False
801,62272,False
2568,9970,False
908,13431,False
1706,22074,False
72,29386,False
1740,5315,False
1287,7728,False
1557,16390,False
1388,29715,False
1947,10333,False
1369,51676,False
761,22910,False
2350,48676,False
1545,21209,False
1502,59250,False
1302,14952,False
173,45439,False
1592,45959,False
2193,11081,False
1809,1237,False
1678,4807,False
1602,23845,False
1386,27405,False
157,16264,False
1908,45269,False
171,57248,False
2383,13223,True
556,13359,False
1990,10007,False
1489,1472,False
1365,54028,False
1216,57585,False
1973,55802,False
1489,19813,False
955,12515,False
1010,37839,False
174,32237,False
562,1043,False
2261,57829,False
2377,6472,True
1454,3879,False
388,28914,False
132,41821,False
857,26966,False
434,21437,False
30,27497,False
1724,16722,False
2039,21551,False
243,13102,False
1129,3968,False
2141,22382,False
2448,5615,True
1722,33332,False
570,60742,False
539,10578,False
1011,41028,False
291,30287,False
1586,38167,False
1953,1459,False
1224,57499,False
1953,13790,False
1940,29335,False
26,57207,False
19,33793,False
1293,57866,False
1471,12302,False
536,38251,False
2332,14778,False
1837,21823,False
438,57520,False
1876,27116,False
1558,46017,False
1769,4321,False
1329,6261,False
2221,60908,False
2445,41457,True
2286,11963,True
1348,21618,False
788,30456,False
1382,53775,False
164,60577,False
2319,39065,False
2318,13064,False
1345,56813,False
2489,9939,True
1634,33758,False
97,13730,False
566,53775,False
1133,58300,False
1099,46648,False
539,6512,False
1020,37816,False
2523,51433,True
910,1557,False
524,20542,False
729,41212,False
399,11813,False
999,9898,False
306,24422,False
1805,22048,False
1460,18434,False
1773,55886,False
1220,50848,False
1427,11359,False
798,55705,False
1468,7904,False
1047,12270,False
2228,62452,False
1287,51453,False
1484,2046,False
396,44159,False
1454,35777,False
1417,57170,False
1395,32457,False
1422,13322,False
1407,43981,False
1575,9414,False
1404,55371,False
868,62728,False
1198,45176,False
1036,12006,False
1274,47805,False
2498,31743,True
1065,33082,False
62,22640,False
2460,27615,True
748,2050,False
82,61019,False
2545,4718,True
2568,17171,False
2144,22973,False
1512,20140,False
2351,30150,False
2089,59363,False
2362,51750,False
323,20420,False
1846,10387,False
388,54410,False
1589,38990,False
775,29305,False
1378,30879,False
164,55087,False
2289,63843,True
1409,51851,False
72,47348,False
587,21128,False
1665,3418,False
1283,54689,False
1848,52886,False
1947,14936,False
2260,34773,False
1135,32760,False
521,22608,False
19,18752,False
432,46621,False
1698,28908,False
642,55492,False
1179,36999,False
1340,53973,False
2269,32137,False
2400,31493,True
1092,12464,False
1241,53786,False
1163,31648,False
2590,6664,False
2102,720,False
1145,45693,False
1509,24890,False
261,57247,False
2132,27508,False
1873,60857,False
1571,18777,False
1489,61063,False
1699,46586,False
2421,26315,True
1868,49380,False
1266,34770,False
2509,1509,True
2297,52748,False
285,15320,False
147,13221,False
468,38390,False
285,12989,False
755,24493,False
2212,36401,False
1775,58154,False
1329,16306,False
774,23238,False
245,38218,False
810,62337,False
2299,42242,False
1498,63622,False
2021,27550,False
1372,37647,False
1442,35337,False
2321,48530,False
2188,1580,False
1022,50160,False
1605,60417,False
1150,59315,False
2490,6250,True
2142,28434,False
1089,21649,False
93,3630,False
2434,28891,True
377,32562,False
2165,45789,False
1832,144,False
842,7509,False
1511,33156,False
565,6170,False
717,37434,False
1046,42192,False
1397,17566,False
798,47824,False
1764,10448,False
232,14393,False
1458,5382,False
1176,48141,False
1541,59371,False
1261,36952,False
621,43804,False
1156,15938,False
1148,13121,False
1063,41628,False
2071,49566,False
1118,40698,False
1702,45006,False
1205,49990,False
955,49077,False
2080,25394,False
2077,11608,False
845,25918,False
629,39503,False
101,44768,False
813,62259,False
2209,45772,False
2304,25684,False
1217,57227,False
1134,16,False
340,37787,False
1674,8442,False
1847,60168,False
2613,29933,False
170,35935,False
2277,7353,False
1928,61749,False
566,48837,False
1323,63679,False
95,13903,False
566,35892,False
387,3234,False
2502,21135,True
2298,63027,False
365,19738,False
1280,49293,False
820,9595,False
689,12112,False
1678,25201,False
1729,11850,False
2477,51583,True
1479,63011,False
2601,24165,False
558,50167,False
2522,36693,True
1798,20350,False
1341,1832,False
1539,61590,False
1711,54010,False
2092,13143,False
834,53543,False
1816,4146,False
1124,39107,False
1267,7459,False
1506,57875,False
591,52045,False
257,22575,False
1714,22065,False
919,24285,False
1713,46144,False
2110,27273,False
2467,2583,True
1122,40496,False
2069,58239,False
1678,17346,False
1694,20944,False
2484,22939,True
1724,18376,False
1987,24344,False
2206,38030,False
233,9053,False
773,4443,False
1814,56428,False
949,46043,False
5,12443,False
1727,34439,False
750,16435,False
1425,33992,False
2451,49066,True
1068,33681,False
921,28278,False
1844,62846,False
1557,31477,False
2275,2186,False
95,25978,False
1809,58067,False
1129,40283,False
2572,38892,False
1133,34989,False
2244,6025,False
2136,33797,False
1717,23654,False
2595,46834,False
254,32386,False
2553,36509,True
2113,30419,False
1792,42063,False
99,60230,False
863,7066,False
876,10603,False
111,29191,False
1412,42796,False
2211,180,False
2083,49417,False
752,59002,False
39,9880,False
2267,18319,False
1936,6400,False
1208,50976,False
1536,20480,False
94,27593,False
917,58303,False
1430,17854,False
1324,36549,False
1279,58522,False
726,12985,False
1601,60576,False
2168,10690,False
843,2686,False
2324,55398,False
799,30108,False
1452,41090,False
239,52795,False
928,46605,False
1689,5195,False
298,54631,False
1205,39124,False
1740,53192,False
994,26011,False
555,62877,False
2053,2517,False
916,35089,False
937,14499,False
1298,466,False
1707,19947,False
746,34282,False
1773,35459,False
1298,6617,False
957,48028,False
1747,10797,False
1603,63989,False
1488,1852,False
1372,22503,False
1061,54978,False
593,24315,False
2193,34843,False
1920,38545,False
2563,28449,True
446,41337,False
419,46492,False
405,49418,False
2531,27218,True
1165,11001,False
2546,50971,True
2250,28761,False
2040,30349,False
2215,41974,False
408,10637,False
1065,38879,False
61,29989,False
1439,63399,False
2144,13815,False
832,42811,False
175,22137,False
1046,40772,False
1032,22510,False
494,55269,False
1351,2058,False
544,30004,False
1243,61156,False
1171,37142,False
1481,11043,False
1611,31342,False
1120,57067,False
1238,18541,False
1201,22174,False
494,51139,False
2294,24728,True
2072,34382,False
1593,44182,False
2140,23907,False
879,27978,False
1623,45634,False
247,25,False
964,32935,False
414,47032,False
892,62873,False
1006,12634,False
1774,1529,False
1401,37650,False
829,27463,False
414,48709,False
429,49402,False
286,56526,False
1831,44066,False
1171,39667,False
1711,646,False
2332,8468,False
1840,63795,False
282,31052,False
1367,57158,False
709,63398,False
2505,39606,True
1133,53196,False
2237,63630,False
944,1766,False
1979,58413,False
1857,17744,False
383,33223,False
371,57528,False
1852,6409,False
1747,3098,False
1197,8831,False
310,30308,False
1577,22984,False
1722,22325,False
1039,52613,False
2348,25910,False
2166,25417,False
1108,35778,False
191,40936,False
2551,48799,True
935,2308,False
1451,17799,False
1719,4121,False
1503,22121,False
642,9292,False
1115,6428,False
390,38935,False
905,39230,False
1434,55268,False
2212,18910,False
1332,2838,False
136,9299,False
1403,18587,False
1190,28866,False
609,26246,False
1141,48725,False
1459,45724,False
1476,7222,False
1370,49137,False
884,23392,False
2514,26672,True
311,21298,False
714,31257,False
134,5114,False
431,742,False
1276,50922,False
1212,27781,False
1789,10934,False
1659,11170,False
1913,39706,False
842,37892,False
1159,25870,False
1765,24185,False
1747,23495,False
349,20189,False
1419,56536,False
198,61696,False
775,52433,False
1424,39692,False
1404,62555,False
776,13722,False
1699,58829,False
1246,57211,False
2475,7522,True
810,53302,False
1214,22071,False
95,63089,False
1049,11426,False
1539,50359,False
2118,20385,False
1227,24211,False
26,49916,False
1715,56007,False
103,15568,False
517,42170,False
1875,7025,False
2233,39072,False
363,42372,False
2307,32942,False
592,57125,False
690,23250,False
2520,25635,True
898,16724,False
1755,58305,False
2071,9396,False
2302,57112,False
2578,55586,False
166,45476,False
465,2528,False
1447,62583,False
1287,50154,False
1727,16230,False
1884,46805,False
1722,11802,False
2314,13937,False
323,33963,False
2230,44644,False
1398,54796,False
61,26465,False
1802,36628,False
1068,13705,False
1542,24884,False
2284,23389,True
1042,52367,False
869,6334,False
